,Date,Title,Article,Company,Source
125,2020-05-24,"Reliance Industries closes $7 billion rights issue, India's largest ever","India's oil-to-telecoms giant Reliance Industries on Wednesday closed a $7 billion rights issue, India's largest ever, luring buyers in with a rare deferred payment offer.  Proceeds from the issue, also ranked as one of the world's biggest by a non-financial company based on Dealogic data, will aid Reliance's plan to slash net debt to zero this year.  The issue was subscribed about 1.6 times, in ""a vote of confidence, by both domestic investors, foreign investors and small retail shareholders, in the intrinsic strength of the Indian economy"", billionaire owner Mukesh Ambani said a statement late on Wednesday.",Reliance,Yahoo! Finance
126,2020-05-24,"Amid pandemic, investors bet on India's Jio and its giant-killer playbook","From its Silicon Valley-like campus near Mumbai, Indian billionaire Mukesh Ambani's Jio telecom carrier is emerging as a winner from changes in the way Indian consumers plug into a digital economy made more urgent by the coronavirus pandemic.  For Indian shoppers who prefer to order online, it is launching a grocery ordering service with Facebook Inc's <FB.O> popular WhatsApp messaging.  India's 10-week lockdown has also led to a surge in demand for data, boosting Jio's phone and broadband offerings.",Reliance,Yahoo! Finance
127,2020-05-24,Abu Dhabi's Mubadala in talks on $1 billion stake in Reliance's Jio Platforms - sources,"Abu Dhabi state fund Mubadala is in talks with Reliance Industries about investing around $1 in the Indian conglomerate's Jio platforms, three sources told Reuters.  Twitter is separately also in talks with Mumbai-based Reliance to invest more than $1 billion in the digital start-up, which houses music and movie apps as well its telecoms venture Jio Infocomm, another source added on Thursday.  ""Clearly Jio's platform is attracting a wide range of world-class investors, given its enormous potential to serve one of the world's largest marketplaces,"" Mubadala said in an email, without confirming whether or not talks were taking place.",Reliance,Yahoo! Finance
128,2020-05-24,"India's Reliance launches JioMart online grocery service, challenging Amazon, Flipkart","Reliance Industries Ltd <RELI.NS> has launched an online grocery service, JioMart, the head of its grocery retail business said, in a move aimed at rivalling Amazon.com's <AMZN.O> local unit and Walmart Inc's <WMT.N> Flipkart in the huge Indian market.  JioMart will deliver groceries in more than 200 towns across the country, Damodar Mall, chief executive of grocery retail at the Indian conglomerate, said on Twitter late on Saturday.  Mumbai-headquartered Reliance has not announced JioMart's launch at a time it is selling $7 billion (5.75 billion pounds) in new shares.",Reliance,Yahoo! Finance
129,2020-05-24,"Reliance launches JioMart online grocery service, challenging Amazon, Flipkart","Reliance Industries Ltd has launched an online grocery service, JioMart, the head of its grocery retail business said, in a move aimed at rivalling Amazon.com's local unit and Walmart Inc's Flipkart in the huge Indian market.  JioMart will deliver groceries in more than 200 towns across the country, Damodar Mall, chief executive of grocery retail at the Indian conglomerate, said on Twitter late on Saturday.  Mumbai-headquartered Reliance has not announced JioMart's launch at a time it is selling $7 billion in new shares.",Reliance,Yahoo! Finance
130,2021-05-19,"Tata Motors  extends free service, warranty period on CVs by 1 month","New Delhi, May 19 (PTI) Tata Motors on Wednesday said it has extended warranty and free service period by one month for those commercial vehicle customers whose tenures are due between April 1 and June 30 amid the second wave of COVID-19 pandemic.",Tata Motors,Yahoo! Finance
131,2021-05-19,EESL-Subsidy CESL to Procure 300 Electric Vehicles From Tata Motors For Government Fleet,"The procurement is a part of the scaling up demand side energy efficiency sector project, financed by the Asian Development Bank line of credit to CESL.",Tata Motors,Yahoo! Finance
132,2021-05-19,"Stocks to Watch Today: Axis Bank, Tata Motors, Adani Ports & SEZ and More",Indian markets may open lower on Wednesday as trends on SGX Nifty indicate a negative start and following losses in Asian peers,Tata Motors,Yahoo! Finance
133,2021-05-18,"Tata Motors' Q4 net loss narrows to Rs 7,585 cr on improved sales","New Delhi, May 18 (PTI) Home-grown auto major Tata Motors on Tuesday reported a narrowing of consolidated net loss at Rs 7,585 crore for the fourth quarter ended March 31, 2021, aided by improved sales.",Tata Motors,Yahoo! Finance
134,2021-05-18,Jaguar Land Rover posts £534m profit thanks to strong sales in China,New Land Rover Defender wins over customers with soaring sales as company posts strong results.,Tata Motors,Yahoo! Finance
135,2021-05-18,Business highlights,"New Delhi, Apr 18 (PTI) Following are the top business stories at 1930 hours:  DEL56 BIZ-LD STOCKS Sensex, Nifty spurt to 2-month highs on decline in fresh COVID-19 cases Mumbai: Equity benchmarks Sensex and Nifty on Tuesday settled above the levels not seen in over two months as economic recovery hopes amid continuous decline in fresh COVID-19 cases further perked up investor sentiment.",Tata Motors,Yahoo! Finance
136,2021-05-18,CESL to procure 300 electric vehicles from Tata Motors,"New Delhi, May 18 (PTI) State-owned CESL on Tuesday said it will procure 300 electric vehicles from Tata Motors.",Tata Motors,Yahoo! Finance
137,2021-05-18,"COVID-19 Effect: A List of Automakers Announcing Extension on Warranty, Service in India","Due to the on-going lockdown across the country, several customers are unable to service vehicles which are scheduled for maintenance.",Tata Motors,Yahoo! Finance
138,2021-05-18,"Top Stocks For Investors Today: Bharti Airtel, Union Bank of India, Strides Pharma Science","The Nifty futures were trading at 15,104 on the SGX around 07:30 hours IST.",Tata Motors,Yahoo! Finance
139,2021-05-17,Tata Motors Jamshedpur plant to undergo five-day block closure,"Ranchi, May 17 (PTI) Homegrown automobile giant Tata Motors will undertake a block closure at its Jamshedpur facility from May 18 to May 22, as per an internal communication sent to its employees on Monday.",Tata Motors,Yahoo! Finance
140,2021-05-14,Tata Motors board to meet next week to consider fund-raise proposal,"New Delhi, May 14 (PTI) Tata Motors on Friday said its board will meet next week to consider a proposal to raise funds through various means.",Tata Motors,Yahoo! Finance
141,2021-05-14,"COVID-19 Effect: Automakers in India Announcing Extension on Warranty, Service - A List","Due to the on-going lockdown across the country, several customers are unable to service vehicles which are scheduled for maintenance.",Tata Motors,Yahoo! Finance
142,2021-05-12,Jaguar Land Rover's fourth quarter is 'good news' -CEO,"LONDON (Reuters) -Jaguar Land Rover's (JLR) fourth-quarter results next week will be ""good news"" and the carmaker is open to doing more in partnership with other companies, including going further on an existing relationship with BMW, its boss said on Wednesday.  ""You don't know what is quarter four but I can tell you that it's going to be good news again,"" Chief Executive Thierry Bollore said at an online FT conference.  JLR is due to report next week alongside parent company Tata Motors.",Tata Motors,Yahoo! Finance
143,2021-05-11,Tata Motors Announces Extension of Warranty and Free Service Amidst Covid-19 Lockdown,"Tata Motors has announced that the customers whose warranty and free service period (not kms.) are due to expire between 1st April 2021 and 31st May 2021, will be extended till 30th June 2021.",Tata Motors,Yahoo! Finance
144,2021-05-11,Tata Motors extends free service period amid pandemic,"New Delhi, May 11 (PTI) Tata Motors on Tuesday said it has extended warranty and free service period till June 30 for those passenger vehicle customers whose tenures are due on April 1 and May 31, in view of the ongoing curbs across the country due to the second wave of the pandemic.",Tata Motors,Yahoo! Finance
145,2021-05-11,Tata Motors reviewing CCI order on probe against commercial vehicle biz,"New Delhi, May 11 (PTI) Homegrown auto major Tata Motors on Tuesday said it is reviewing the order by the Competition Commission of India (CCI) to initiate investigation against its commercial vehicles business in India for alleged abuse of its dominant position.",Tata Motors,Yahoo! Finance
146,2021-05-10,"Tata Safari, Harrier Prices Hikes by Upto Rs 36,000 Due to Rise in Input Costs","However, for individuals who had booked their SUVs on or before May 7, the regular price continues to remain in effect.",Tata Motors,Yahoo! Finance
147,2021-05-10,"Tata Harrier, Nexon, Tigor and Tiago Get Discounts for May 2021, See List of Offers","The flagship model of Tata Motors, the Tata Safari will be an exception from the discount spree.",Tata Motors,Yahoo! Finance
148,2021-05-09,Mahindra evaluating options as commodity prices surge,"New Delhi, May 9 (PTI) Homegrown auto major Mahindra & Mahindra (M&M) is keeping a close watch on recent increase in commodity prices, especially that of steel, to see how situation pans out before initiating any action to safeguard its business, said a top company official.",Tata Motors,Yahoo! Finance
149,2021-05-07,Tata Motors to hike passenger vehicle prices from May 8,"New Delhi, May 7 (PTI) Tata Motors on Friday said it will increase prices of its passenger vehicles by an average of 1.8 per cent depending upon the model and variant from May 8, in order to partially offset the rise in input costs.",Tata Motors,Yahoo! Finance
150,2021-05-05,CCI orders probe against Tata Motors for alleged unfair biz practices,"New Delhi, May 5 (PTI) The Competition Commission has ordered a detailed probe against Tata Motors for alleged abuse of dominant position with respect to dealership agreements.",Tata Motors,Yahoo! Finance
151,2021-05-05,"Tata Harrier, Safari Combined Sales Surpasses MG Hector, Hector Plus in April 2021","Tata Motors in the month of April retailed 3,226 units of its popular Safari and Harrier models, surpassing MG Hector and Hector Plus which witnessed a sales figure of 2,147 units.",Tata Motors,Yahoo! Finance
152,2021-05-04,"IPL advertisers back tournament's suspension, silent about losses","New Delhi, May 4 (PTI) Advertisers on the Indian Premier League (IPL) remained silent about losses due to indefinite suspension of the tournament, although industry insiders said it was the right thing to do considering the current surge in COVID-19 cases in the country.",Tata Motors,Yahoo! Finance
153,2021-05-01,Major auto cos log subdued sales in April amid COVID-19,"New Delhi, May 1 (PTI) Major automobile manufacturers Maruti Suzuki, Hyundai Motor, Tata Motors and Kia on Saturday reported a decline in passenger vehicle sales in April compared to March this year as the second wave of the coronavirus pandemic hit dispatches.",Tata Motors,Yahoo! Finance
154,2021-05-01,"Tata Motors sales dip 41 pc to 39,530 units in April against March","New Delhi, May 1 (PTI) Tata Motors on Saturday said its total domestic sales declined by 41 per cent to 39,530 units in April as compared to 66,609 vehicles in March this year.",Tata Motors,Yahoo! Finance
155,2021-04-29,The chip shortage bringing car factories to a standstill,The global chip shortage spans across the globe and has put pressure on a number of carmakers who are competing directly with tech companies and the consumer electronics sector for supply.,Tata Motors,Yahoo! Finance
156,2021-04-29,Tata Motors appoints Martin Uhlarik as Global Design Head,"Mumbai, Apr 29 (PTI) Tata Motors on Thursday announced the appointment of Martin Uhlarik as the company's new Global Design Head.",Tata Motors,Yahoo! Finance
157,2021-04-29,"Pratap Bose Resigns from Tata Motors, Martin Uhlarik Announced New Design Head","Pratap Bose was instrumental in establishing Tata Motors as a maker of some of the best looking cars in India including products like Harrier, Tiago among others.",Tata Motors,Yahoo! Finance
158,2021-04-24,Jaguar Land Rover to suspend work at UK plants amid computer chip shortage,Jaguar Land Rover to suspend work at UK plants amid computer chip shortageUK’s largest carmaker to halt production at Halewood and Castle Bromwich for at least a week to assess supplies A global shortage of semiconductors is hitting manufacturers across many sectors. Photograph: Bloomberg via Getty,Tata Motors,Yahoo! Finance
159,2021-04-24,Chip shortage forces Jaguar Land Rover to halt production,"Jaguar Land Rover will halt production at its two main factories due to a shortage of computer chips as Covid-related supply issues continue to blight the global car industry. The company will temporarily shut down production at its plants in Castle Bromwich in the West Midlands and Halewood on Merseyside from Monday. Sources warned that the shortage of parts could affect other British plants. Honda has blamed supply issues for delays and Renault said on Thursday that supplies of chips to return were unlikely to return to normal until the third quarter of the year. A senior car industry source said: ""All car manufacturers in the UK - and around the world - have very limited visibility on chip supplies, sometimes just a week. It's a combination of so many factors - Covid, Brexit and the Suez Canal blockage among them."" The shutdown at JLR is expected to last at least a week, although it will monitor chip supplies before committing to a date for restarting. Models affected by the stoppages include the Jaguar XE, XF and F-Type sports car at Castle Bromwich, and the Discovery Sport and Range Rover Evoque at Halewood. The shutdown was first reported by the Guardian.",Tata Motors,Yahoo! Finance
160,2021-04-24,Jaguar Land Rover output at two UK plants hit by chips shortage,"Output at two of Jaguar Land Rover's (JLR) British car factories will be temporarily halted from Monday, due to COVID-19 supply chain disruption, including a lack of semi-conductors, the firm said on Thursday.  ""We have adjusted production schedules for certain vehicles which means that our Castle Bromwich and Halewood manufacturing plants will be operating a limited period of non-production from Monday 26th April,"" the Tata Motors-owned company said.  The COVID-19 pandemic has driven up demand for semiconductor chips for use in electronics like computers, as people worked from home, and suppliers are struggling to adjust, hitting output at many automakers.",Tata Motors,Yahoo! Finance
161,2021-04-24,Jaguar Land Rover to suspend production at UK plants amid computer chip shortage,"The company, which is owned by India’s Tata Motors, said it would have a 'limited period of non-production' at its plants in Castle Bromwich and Halewood.",Tata Motors,Yahoo! Finance
162,2021-04-24,Corrected (Official): Jaguar Land Rover expects China premium car sales to grow this year,"Jaguar Land Rover expects premium car sales to continue to grow this year in China, the automaker's chief finance officer for China said.  Tim Howard was speaking to reporters at the 2021 Shanghai Auto Show.  Jaguar Land Rover has started making its first plug-in hybrid vehicles in China.",Tata Motors,Yahoo! Finance
163,2021-03-24,"Amid Budget Deal And Vaccine Rollout, India Stocks Surge","The country's National Stock Exchange hosted one of the most powerful rebounds from pandemic lows among global markets in 2020, followed by an ambitious budget introduced by the Narendra Modi government on Feb. 1.",Tata Motors,Yahoo! Finance
164,2021-03-24,Car industry lobbied UK government to delay ban on petrol and diesel cars,"Car industry lobbied UK government to delay ban on petrol and diesel cars. Carmakers argued strongly against a ban earlier than 2040, in written submissions seen by the Guardian",Tata Motors,Yahoo! Finance
165,2021-03-24,Will Air-Powered Vehicles Ever Become A Reality?,"Vehicles fueled by compressed air have been around as a concept since 1996, but they have struggled to gain as much interest as electric vehicles and hybrid cars",Tata Motors,Yahoo! Finance
166,2021-02-24,"Betting on death of petrol cars, Volvo to go all electric by 2030","Volvo's entire car lineup will be fully electric by 2030, the Chinese-owned company said on Tuesday, joining a growing number of automakers planning to phase out fossil-fuel engines by the end of this decade.  ""I am totally convinced there will be no customers who really want to stay with a petrol engine,"" Volvo Chief Executive Håkan Samuelsson told reporters when asked about future demand for electric vehicles.  ""We are convinced that an electric car is more attractive for customers.""",Tata Motors,Yahoo! Finance
167,2021-02-24,"Indian shares end flat; Reliance gains, financials weigh","Indian shares ended nearly flat on Tuesday as gains in Reliance and commodity firms were offset by a selloff in financial stocks.  The NSE Nifty 50 index ended 0.22% higher at 14,707.70 and the S&P BSE Sensex closed 0.01% higher at 49,751.41.  Both the indexes snapped five sessions of losses to advance 1.2% during the session, before paring gains as investors sold private sector bank stocks.",Tata Motors,Yahoo! Finance
168,2021-02-24,"Jaguar Land Rover to cut 2,000 jobs globally","Jaguar Land Rover said on Wednesday it would cut 2,000 jobs from its global salaried workforce, just days after announcing its luxury Jaguar brand will be entirely electric by 2025 and e-models of its entire lineup will be launched by 2030.  ""The full review of the Jaguar Land Rover organisation is already underway,"" the company said in an emailed statement.  JLR, owned by India's Tata Motors, said earlier that its Land Rover brand will launch six fully electric models over the next five years, with the first in 2024.",Tata Motors,Yahoo! Finance
169,2021-02-24,Ford's Europe car lineup to be all-electric by 2030,"Ford Motor Co on Wednesday said its car lineup in Europe will be all-electric by 2030 as the U.S. automaker races to get ahead of CO2 emissions targets and looming bans in some countries on fossil fuel vehicles.  The carmaker said it will invest $1 billion over the next 30 months to convert its vehicle assembly plant in Cologne, Germany, to become the U.S. automaker's first electric vehicle facility in Europe.  ""This reinforces our commitment to the European region,"" Stuart Rowley, head of Ford's European operations, said during a news conference.",Tata Motors,Yahoo! Finance
170,2021-02-24,JLR to make Jaguar brand electric-only by 2025,JLR to make Jaguar brand electric-only by 2025Carmaker also says it will abandon petrol vehicles entirely by middle of next decade The decisions are part of changes brought in by Jaguar Land Rover’s new chief executive. Photograph: Andrew Matthews/PA,Tata Motors,Yahoo! Finance
171,2021-02-24,Jaguar Land Rover’s low-carbon plans end mass production at Castle Bromwich plant,"Jaguar Land Rover’s low-carbon plans end mass production at Castle Bromwich plant. Analysis: work at West Midlands site, formerly at centre of wartime efforts, to be wound down",Tata Motors,Yahoo! Finance
172,2021-02-24,Jaguar cars to go all-electric by 2025 as JLR plans full range of e-models by 2030,"Jaguar Land Rover's luxury Jaguar brand will be entirely electric by 2025 and the carmaker will launch e-models of its entire lineup by 2030, it said on Monday, as it joined a global race to develop zero-emission vehicles. JLR, owned by India's Tata Motors, said its Land Rover brand will launch six pure electric models over the next five years, with the first one coming in 2024. Known for its iconic, high-performance E-Type model in the 1960s and 1970s, Jaguar faces the same challenge as many other carmakers - making the transition to electric vehicles while retaining the feeling and power of a luxury combustion engine model.",Tata Motors,Yahoo! Finance
173,2021-02-24,Chauffeur service Blacklane buys majority stake in Havn to boost electric fleet,"The investment was completed in November and permits Blacklane to grow Havn's service and offer more zero-emission rides in London, the companies said in a joint statement on Tuesday.  With this deal, Berlin-based Blacklane, which operates in more than 300 cities in 50 countries, will add Havn's all-electric Jaguar I-PACE performance SUVs to its global fleet.",Tata Motors,Yahoo! Finance
174,2021-01-24,Chinese carbuyers help Jaguar Land Rover outpace UK lockdowns,"Chinese carbuyers help Jaguar Land Rover outpace UK lockdowns. Pretax profits of £439m for last three months of 2020, despite fall in UK production",Tata Motors,Yahoo! Finance
175,2021-01-24,"Jaguar Land Rover owner worried by chip shortage, Brexit breakdowns","Jaguar Land Rover (JLR) owner Tata Motors is concerned by semiconductor shortages and Brexit-related supply disruptions as its luxury car sales recover, although the Indian automaker said on Friday these had not yet hit production.  Tata Motors had three straight quarters of losses as the COVID-19 crisis dented sales, exacerbating uncertainties over Britain's European Union exit, weak demand and rising costs, but has bounced back to clock a profit in its third quarter.  ""The issue is completely on the supply side rather than demand,"" PB Balaji, chief financial officer, said after Tata Motors posted a 67.2% rise in profit for the last quarter of 2020, with improved sales at JLR in key markets like China.",Tata Motors,Yahoo! Finance
176,2021-01-24,"Tata Motors worried by chip shortage, Brexit breakdowns","Jaguar Land Rover (JLR) owner Tata Motors is concerned by semiconductor shortages and Brexit-related supply disruptions as its luxury car sales recover, although the Indian automaker said on Friday these had not yet hit production.  Tata Motors had three straight quarters of losses as the COVID-19 crisis dented sales, exacerbating uncertainties over Britain's European Union exit, weak demand and rising costs, but has bounced back to clock a profit in its third quarter.  ""The issue is completely on the supply side rather than demand,"" PB Balaji, chief financial officer, said after Tata Motors posted a 67.2% rise in profit for the last quarter of 2020, with improved sales at JLR in key markets like China.",Tata Motors,Yahoo! Finance
177,2021-01-24,UK car production in 2020 slumped to lowest level since 1984,"UK car production in 2020 slumped to lowest level since 1984. Covid pandemic resulted in output drop of 29%, the ‘worst in a generation’, say industry experts",Tata Motors,Yahoo! Finance
178,2021-01-24,Jaguar Land Rover appoints creative chief to board as it redefines strategy,"Jaguar Land Rover appointed its creative boss to the board of management on Wednesday to help redefine the Jaguar brand as Britain's biggest carmaker reviews its strategy under new CEO Thierry Bollore.  Bollore took over the firm in September and faces a number of challenges including electrification, managing underutilisation of its plants, handling the rapid fall in diesel sales and the effect of COVID-19 on the industry.  The Jaguar brand has also underperformed Land Rover in recent years with some model overlap.",Tata Motors,Yahoo! Finance
179,2020-10-24,Tata Motors sees better second half even as it prepares for hard Brexit,"India's Tata Motors Ltd <TAMO.NS> forecast a stronger second half on Tuesday as sales of its Jaguar Land Rover (JLR) vehicles improved in key markets even as it continued to grapple with the COVID-19 pandemic and uncertainties over a hard Brexit.  The global health crisis has hammered sales for automakers worldwide and compounded problems for the company's luxury unit, which, like most companies, will have to face a wall of bureaucracy as Britain casts off from the European Union from Jan. 1.  Tata Motors said while it was prepared for any friction at the border, it hoped for clarity on Brexit to avoid supply chain disruptions and better manage its inventory.",Tata Motors,Yahoo! Finance
180,2020-10-24,JLR to launch electric Jaguar I-PACE in India in early 2021,"Jaguar Land Rover (JLR) plans to launch its electric Jaguar I-PACE sedan in India early next year, the automaker's country head told Reuters on Thursday, as governments across the world push for more clean-energy vehicles.  The British luxury carmaker owned by India's Tata Motors also plans to launch plug-in hybrid versions of its vehicles in coming months, including the Land Rover Defender sport-utility vehicle (SUV), JLR India's Rohit Suri said.",Tata Motors,Yahoo! Finance
181,2020-10-24,"2020 Land Rover Defender goes off-road, and upmarket","The all-new for 2020 Defender is fantastic. But it’s not exactly priced like the utilitarian, jack-of-all-trades Defender of old. It’s gone upscale.",Tata Motors,Yahoo! Finance
182,2020-09-24,"Jaguar, NTT team up with tech group on remote access software","Berlin-based technology group IOTA said on Wednesday it has teamed up with several large corporations around the world such as Jaguar Land Rover and NTT Data in the launch of software that would grant consumers remote access and control of items such as cars and appliances.  The software, called IOTA Access and developed by the University of Cambridge as well as a European start-up three years ago, also grants and revokes conditional access by individuals other than the user to the physical devices.  IOTA, which specializes in distributed ledgers - a technology similar to blockchain - has teamed up with British luxury carmaker Jaguar Land Rover Automotive Plc, European chipmaker STMicroelectronics, and Japan's NTT Data, among other companies, to launch IOTA Access, it said in a statement.",Tata Motors,Yahoo! Finance
183,2020-09-24,Top European automakers linked to deforestation in Paraguay's Chaco - Earthsight,"Environmental group Earthsight said on Wednesday it has linked some of Europe's largest carmakers to the deforestation of the Chaco, a dry forest region of Paraguay home to jaguars and one of the last uncontacted indigenous groups in the world.  The group said in a report that livestock companies have illegally logged lands of the Ayoreo Totobiegosode indigenous ethnic group, some of whose members live in voluntary isolation.  The livestock skin is used in leather upholstery of luxury vehicles sold by high-end European auto brands including BMW <BMWG.DE>, Jaguar and Land Rover, the group said.",Tata Motors,Yahoo! Finance
184,2020-08-24,"Auto Stock Roundup: HMC's Takata Settlement, F & FCAU's Issuance of Recalls and More","While Honda (HMC) reaches $85-million settlement over the Takata airbag scandal, Ford (F) and Fiat Chrysler (FCAU) issue recall for 528 and 132K vehicles, respectively.",Tata Motors,Yahoo! Finance
185,2020-08-24,Tata Motors Deleveraging Goal Sparks Hope: Is it Attainable?,Tata Motors (TTM) intends to deleverage the business in three years and become free cash flow positive by fiscal 2022.,Tata Motors,Yahoo! Finance
186,2020-08-24,Tata Motors says it will significantly reduce $6.4 billion debt over 3 years,"India's Tata Motors Ltd will significantly reduce its group automotive debt of 480 billion rupees (4.8 billion pounds) over the next three years, the company's chairman said during its annual shareholder meeting on Tuesday.  Tata Motors is ""deleveraging this business substantially"" and has set targets to generate free cash flows, N Chandrasekaran said.  This has derailed Tata Motors' turnaround plans for its domestic business and British luxury unit, Jaguar Land Rover (JLR), but the company said it is committed to cutting costs, tightening investment spending and improving profitability.",Tata Motors,Yahoo! Finance
187,2020-08-24,Tata Motors says it will significantly reduce $6.4 billion debt over three years,"India's Tata Motors Ltd <TAMO.NS> will significantly reduce its group automotive debt of 480 billion rupees ($6.4 billion) over the next three years, the company's chairman said during its annual shareholder meeting on Tuesday.  Tata Motors is ""deleveraging this business substantially"" and has set targets to generate free cash flows, N Chandrasekaran said.  This has derailed Tata Motors' turnaround plans for its domestic business and British luxury unit, Jaguar Land Rover (JLR), but the company said it is committed to cutting costs, tightening investment spending and improving profitability.",Tata Motors,Yahoo! Finance
188,2020-08-24,Tata Motors denies it plans to sell stake in Jaguar Land Rover,Tata Motors denies it plans to sell stake in Jaguar Land RoverIndian firm says carmaker’s business ‘remains strong’ despite Covid-19 pandemic,Tata Motors,Yahoo! Finance
189,2020-08-24,UK bailout talks for Jaguar Land Rover and Tata Steel fall through - FT report,"The report https://www.ft.com/content/ea0f0775-d97e-4aba-9ec9-7da1945f2a1a said that talks for an emergency funding fell through as Jaguar Land Rover (JLR) did not qualify for taxpayer support.  It is the luxury car unit of India's Tata Motors Ltd <TAMO.NS> and Tata Steel, both owned by Indian conglomerate Tata Group.  ""Tata Steel remains in ongoing and constructive talks with the UK Government on areas of potential support,"" Tata Steel said in an emailed statement.",Tata Motors,Yahoo! Finance
190,2020-07-24,Tata warns of another loss at JLR as demand slow to pick up,"India's Tata Motors Ltd <TAMO.NS> warned on Friday that its luxury car unit, Jaguar Land Rover (JLR), may post another quarterly loss as the coronavirus crisis saps demand and cripples its supply chain.  The pandemic has taken a heavy toll on automakers globally and piled pressure on Tata Motors, which has been trying to improve JLR's cash flows by reining in costs after geopolitical and regulatory challenges hurt the British carmaker's sales.  Tata Motors raised its cost savings target for JLR by 1 billion pounds and now expects to save 6 billion pounds in costs by March 2021, Chief Financial Officer PB Balaji said on Friday, noting that it had already achieved savings of 4.7 billion pounds.",Tata Motors,Yahoo! Finance
191,2020-07-24,Tata Motors (TTM) Q2 2020 Earnings Call Transcript,"Before we get started, I would like to remind everyone that today's call contains forward-looking statements within the meaning of the Private Securities Litigation Reform Act of 1995, including statements related to TTM's future business outlook.  This transaction provides us the balance sheet flexibility to continue the journey to increase TTMs focus on differentiation and less capital-intensive, less seasonal, long-cycle end markets.",Tata Motors,Yahoo! Finance
192,2020-07-24,Jaguar Land Rover names ousted Renault boss as CEO,"Jaguar Land Rover (JLR) <TAMO.NS> has picked ousted Renault boss Thierry Bollore as its next chief executive, with a mission to return Britain's biggest carmaker to profit after a big hit from the COVID-19 pandemic.  Bollore took over at Renault <RENA.PA> in January 2019 after the fall of Carlos Ghosn, but was always viewed a close to the French carmaker's long-time boss and was pushed out in October when it looked for a fresh start.  Bollore will take over at JLR on Sept. 10, replacing Ralf Speth, whose tenure ends after more than 10 years.",Tata Motors,Yahoo! Finance
193,2020-06-24,"DHL to cut 2,200 UK workers at Jaguar Land Rover factories, union says","The job cuts comprise just under 40% of the entire DHL workforce on the contract, the union said.  DHL indicated that the half of the job cuts are due to a decline in car production and half are the result of anticipated ""efficeincy savings"", the union added.  ""DHL must not attempt to make permanent full-time staff redundant while continuing to outsource work to sub-contractors,"" Matt Draper, Unite national officer for logistics, said.",Tata Motors,Yahoo! Finance
194,2020-06-24,Tata Motors Group (TTM) Q4 2020 Earnings Call Transcript,"TTM earnings call for the period ending March 31, 2020.",Tata Motors,Yahoo! Finance
195,2020-06-24,"Tata Motors to shed 1,100 JLR jobs after pandemic hits earnings","India's Tata Motors Ltd expects to shed about 1,100 temporary jobs at Jaguar Land Rover after it raised the cost-cutting target at its luxury unit by 1 billion pounds ($1.26 billion) to ride out the disruptions caused by the coronavirus outbreak.  Tata Motors expects to save 5 billion pounds in costs by March 2021 at its Jaguar Land Rover (JLR) unit, the Indian automaker's Chief Financial Officer PB Balaji said on Monday, adding 3.5 billion pounds of the savings had already been achieved.  It will also reduce capital expenditure at JLR to 2.5 billion pounds for the current fiscal year, from the more than 3 billion pounds it has spent annually in previous years.",Tata Motors,Yahoo! Finance
196,2020-05-24,JLR raises $705 million loan from Chinese banks,"Jaguar Land Rover (JLR), owned by India's Tata Motors <TAMO.NS>, has entered into agreements with lenders in China for an unsecured 3-year term loan facility of 5 billion yuan ($704.50 million), marking its first debt financing in China, it said.  Arthur Yu, JLR's vice president and China chief financial officer, said the Chinese banks that would provide it with the three-year revolving loan include Bank of China <601988.SS>, ICBC <601398.SS>, China Construction Bank <601939.SS>, Bank of Communications <601328.SS> and Shanghai Pudong Development Bank <600000.SS>.",Tata Motors,Yahoo! Finance
197,2020-05-24,Jaguar Land Rover raises $705 million loan from Chinese banks,"Jaguar Land Rover (JLR), owned by India's Tata Motors <TAMO.NS>, has entered into agreements with lenders in China for an unsecured 3-year term loan facility of 5 billion yuan (556.58 million pounds), marking its first debt financing in China, it said.  Arthur Yu, JLR's vice president and China chief financial officer, said the Chinese banks that would provide it with the three-year revolving loan include Bank of China <601988.SS>, ICBC <601398.SS>, China Construction Bank <601939.SS>, Bank of Communications <601328.SS> and Shanghai Pudong Development Bank <600000.SS>.",Tata Motors,Yahoo! Finance
198,2021-04-24,Titan International (TWI) Hits Fresh High: Is There Still Room to Run?,"Titan International (TWI) is at a 52-week high, but can investors hope for more gains in the future? We take a look at the company's fundamentals for clues.",Titan,Yahoo! Finance
199,2021-04-24,4 Top Stocks to Watch in a Prospering Farm Equipment Industry,4 Top Stocks to Watch in a Prospering Farm Equipment Industry,Titan,Yahoo! Finance
200,2021-04-24,Here's Why Momentum Investors Will Love Titan International (TWI),Does Titan International (TWI) have what it takes to be a top stock pick for momentum investors? Let's find out.,Titan,Yahoo! Finance
201,2021-03-24,Why Titan International (TWI) Might be Well Poised for a Surge,"Titan International (TWI) shares have started gaining and might continue moving higher in the near term, as indicated by solid earnings estimate revisions.",Titan,Yahoo! Finance
202,2021-03-24,Titan International (TWI) Stock Jumps 6%: Will It Continue to Soar?,Titan International (TWI) saw its shares surge in the last session with trading volume being higher than average. The latest trend in earnings estimate revisions could translate into further price increase in the near term.,Titan,Yahoo! Finance
203,2021-02-24,"Titan International (TWI) Reports Q4 Loss, Tops Revenue Estimates","Titan International (TWI) delivered earnings and revenue surprises of 54.55% and 8.66%, respectively, for the quarter ended December 2020. Do the numbers hold clues to what lies ahead for the stock?",Titan,Yahoo! Finance
