IsCanceled,ArrivalDateWeekNumber,Country,MarketSegment,DepositType,CustomerType,RequiredCarParkingSpaces
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,CN,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,NGA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,AGO,Online TA,No Deposit     ,Transient,0
1,18,BRA,Direct,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,BEL,Online TA,No Deposit     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,BEL,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,CN,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,NOR,Direct,No Deposit     ,Transient,0
1,18,AUT,Direct,No Deposit     ,Transient,0
1,18,CN,Direct,No Deposit     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,AUT,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,CN,Online TA,No Deposit     ,Transient,0
1,18,NGA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,ZAF,Direct,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,ISR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,IRL,Direct,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,JPN,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,CHN,Online TA,No Deposit     ,Transient,0
1,18,PHL,Direct,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,CZE,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,POL,Online TA,No Deposit     ,Transient,0
1,18,KWT,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,HUN,Online TA,No Deposit     ,Transient,0
1,18,POL,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,HUN,Direct,No Deposit     ,Transient,0
1,18,NOR,Online TA,No Deposit     ,Transient,0
1,18,NOR,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,LUX,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,NLD,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,POL,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,LUX,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,ROU,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,POL,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,CHE,Online TA,No Deposit     ,Transient,0
1,18,POL,Online TA,No Deposit     ,Transient,0
1,18,POL,Online TA,No Deposit     ,Transient,0
1,18,IRL,Online TA,No Deposit     ,Transient,0
1,18,HUN,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,GBR,Direct,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,AGO,Online TA,No Deposit     ,Transient,0
1,18,CHN,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient-Party,0
1,18,CHN,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,IRL,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,IRL,Online TA,No Deposit     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,COL,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,BEL,Online TA,No Deposit     ,Transient,0
1,18,AUT,Online TA,No Deposit     ,Transient,0
1,18,GBR,Direct,No Deposit     ,Transient,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,KOR,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,BEL,Online TA,No Deposit     ,Transient,0
1,18,TUR,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,ESP,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,TUR,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,ITA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,IRL,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,CZE,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,PRT,Groups,No Deposit     ,Transient-Party,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,RUS,Online TA,No Deposit     ,Transient,0
1,18,NOR,Online TA,No Deposit     ,Transient,0
1,18,UKR,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,USA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,IRL,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,IRL,Direct,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,BEL,Online TA,No Deposit     ,Transient,0
1,18,AUT,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,BEL,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,BEL,Online TA,No Deposit     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,AUT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,GBR,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,PRT,Groups,Non Refund     ,Transient,0
1,18,AUT,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,PRT,Offline TA/TO,Non Refund     ,Transient,0
1,18,NLD,Online TA,No Deposit     ,Transient,0
1,18,POL,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,RUS,Online TA,No Deposit     ,Transient,0
1,18,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,18,PRT,Online TA,No Deposit     ,Transient,0
1,18,IRL,Online TA,No Deposit     ,Transient,0
1,18,FRA,Online TA,No Deposit     ,Transient,0
1,18,IRL,Online TA,No Deposit     ,Transient,0
1,18,SWE,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,18,BRA,Online TA,No Deposit     ,Transient,0
1,18,DEU,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,GBR,Online TA,No Deposit     ,Transient,0
1,19,KOR,Online TA,No Deposit     ,Transient,0
1,19,GBR,Online TA,No Deposit     ,Transient,0
1,19,KOR,Online TA,No Deposit     ,Transient,0
1,19,USA,Online TA,No Deposit     ,Transient,0
1,19,BEL,Online TA,No Deposit     ,Transient,0
1,19,PHL,Direct,No Deposit     ,Transient,0
1,19,TUR,Online TA,No Deposit     ,Transient,0
1,19,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,19,IRL,Online TA,No Deposit     ,Transient,0
1,19,FRA,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,DEU,Online TA,No Deposit     ,Transient,0
1,19,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,19,DEU,Online TA,No Deposit     ,Transient,0
1,19,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,19,BEL,Online TA,No Deposit     ,Transient,0
1,19,CHN,Online TA,No Deposit     ,Transient,0
1,19,DEU,Online TA,No Deposit     ,Transient,0
1,19,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,19,PRT,Offline TA/TO,No Deposit     ,Transient,0
1,19,BEL,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,THA,Online TA,No Deposit     ,Transient,0
1,19,CHE,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,THA,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,FRA,Online TA,No Deposit     ,Transient,0
1,19,AUT,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,GBR,Online TA,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,GBR,Online TA,No Deposit     ,Transient,0
1,19,GBR,Direct,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,FRA,Corporate,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,FRA,Online TA,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,CN,Direct,No Deposit     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,GBR,Online TA,No Deposit     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,GBR,Online TA,No Deposit     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,DEU,Online TA,No Deposit     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,DEU,Online TA,No Deposit     ,Transient,0
1,19,PRT,Groups,Non Refund     ,Transient,0
1,19,PRT,Groups,No Deposit     ,Transient-Party,0
1,19,HRV,Online TA,No Deposit     ,Transient,0
1,19,NOR,Online TA,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,PRT,Online TA,No Deposit     ,Transient,0
1,19,GBR,Online TA,No Deposit     ,Transient,0
1,19,PHL,Direct,No Deposit     ,Transient,0
1,19,BRA,Online TA,No Deposit     ,Transient,0
1,19,PRT,Offline TA/TO,No Deposit     ,Transient,0
